time,ue_id,enb_id,rsrp_dbm,rsrq_db,sinr_db
0,0,1,-76.51560136502056,-5.567924302376281,-66.19029058861459
0,0,2,-63.27215618920616,-13.41913028260741,-54.382165947044236
0,0,3,-74.43710319793647,-8.763528761519737,-64.04939473317062
0,0,4,-70.32926752925442,-7.658873195616378,-60.88937479516694
0,0,5,-72.28163401077823,-10.60214870489556,-63.452322528167336
0,0,6,-82.42845216599245,-11.428857496058718,-73.33804714317101
0,0,7,-75.55465334634631,-6.949731000919992,-65.83729656671586
0,1,1,-69.49375231428768,-8.922233038404965,-60.604116589915385
0,1,2,-63.12280859093566,-14.688460873861148,-54.95778611956616
0,1,3,-63.7401898122382,-7.563514668731057,-54.722156901207306
0,1,4,-55.98014581369445,-11.868068909781156,-48.35931924955808
0,1,5,-63.0818064886946,-9.978523121702473,-51.181438070102544
0,1,6,-57.838114242871484,-12.383406271695868,-47.582237141206086
0,1,7,-71.58192621054972,-10.89137150895839,-62.27562293859895
0,2,1,-77.50893719936985,-9.967802222673413,-66.12026879759132
0,2,2,-58.56822859703003,-17.49255296862753,-46.950904189938406
0,2,3,-63.113203548732606,-10.001355263090622,-53.412354378100844
0,2,4,-72.67107945270004,-10.530096189325072,-60.99974221457507
0,2,5,-68.67869469760508,-12.11429686171201,-55.497901689550275
0,2,6,-54.73128109687046,-11.464425663602734,-47.208596649198704
0,2,7,-68.68034448233404,-14.143797357170158,-58.99419233844039
0,3,1,-65.12552687955915,-12.519130088730709,-56.86955503260686
0,3,2,-58.74857741448742,-6.578316923215356,-49.46507307500234
0,3,3,-73.17419467067677,-12.987001497785581,-66.55954895774197
0,3,4,-68.9879826536433,-8.774344939882656,-59.64700635717638
0,3,5,-89.5543774968622,-6.463251212148855,-78.10680310956086
0,3,6,-79.8707577360949,-12.201938887185623,-69.41598920687917
0,3,7,-76.04432033185563,-7.805703914699792,-67.07632355703497
0,4,1,-66.64564252137193,-5.393133798329104,-54.779802266461616
0,4,2,-70.77349459107072,-4.718965169750912,-60.74967496466211
0,4,3,-75.03369672220471,-12.330208943131197,-65.40111567868404
0,4,4,-63.53268189677842,-9.679154998155775,-51.30207643234612
0,4,5,-59.70207740703677,-8.638342730643801,-47.41547097999044
0,4,6,-74.55563641226036,-7.530653264950397,-63.182033040920025
0,4,7,-68.65699258393344,-10.623765137934557,-59.74133364645166
0,5,1,-62.884822447838395,-8.084876987810581,-53.330302622792374
0,5,2,-76.6607742691179,-0.46792923397735287,-62.65406184217279
0,5,3,-71.01858532916054,-9.612478772870872,-63.30431569804563
0,5,4,-69.9034519221167,-10.906678668852514,-61.98301301637787
0,5,5,-76.51339726619817,-7.897032196881074,-68.14220639165843
0,5,6,-69.14317716411082,-9.728444653578347,-62.01454537446769
0,5,7,-62.81501944248243,-9.098305092979192,-50.16533953957376
0,6,1,-70.39600897689037,-8.361902260749078,-58.6920002307775
0,6,2,-69.71638602215798,-11.162888261237091,-59.47328477736752
0,6,3,-70.27688339702281,-13.966880556331514,-60.42265860497886
0,6,4,-69.98008289226881,-5.590059547808591,-60.68540823486204
0,6,5,-65.47045811141591,-9.945372869242687,-57.23343160583024
0,6,6,-66.42207385370234,-12.262690325355756,-54.857655435986345
0,6,7,-66.12199753714381,-11.752081060931154,-56.18806685191085
0,7,1,-58.13798813599034,-16.15603856626953,-45.25406446790225
0,7,2,-70.97039531586144,-6.261718141583201,-59.892670091617774
0,7,3,-69.7838585531318,-14.2455644300236,-59.64121633610181
0,7,4,-67.39327669730014,-6.86188677404334,-59.118538710352425
0,7,5,-67.79844517281512,-14.733210412656767,-58.8862309847852
